,    Order |  ,    Club |  ,    State |  ,    Competition |  ,    Expenditures |  ,    Arrivals |  ,    Income  |  ,    Departures |  ,    Balance |  ,    Season |  , Inflacion + Income |  , Inflacion + Expenditures |  , Inflacion + Balance |  
111,6,ArsenalFC,England,PremierLeague,46000000.0,22,25000000.0,19,-21000000.0,2005,31082654.57,57192084.41,-26109429.84
112,6,LiverpoolFC,England,PremierLeague,58400000.0,24,24570000.0,21,-33830000.0,2004,31268875.35,74322438.77,-43053563.42
113,6,ParisSaintGermain,France,Ligue1,34900000.0,29,34950000.0,28,50000.0,2003,45377713.57,45312795.53,64918.05
114,6,RealMadrid,Spain,LaLiga,45000000.0,16,0.0,12,-45000000.0,2002,0.0,59775800.32,-59775800.32
115,6,ManchesterUnited,England,PremierLeague,85850000.0,20,43600000.0,16,-42250000.0,2001,59131026.47,116431161.07,-57300134.6
116,6,InterMilan,Italy,SerieA,64450000.0,42,28750000.0,32,-35700000.0,2000,39991658.65,89650866.08,-49659207.43
117,7,ASMonaco,France,Ligue1,138200000.0,49,318750000.0,33,180550000.0,2018,323724831.36,140356930.8,183367900.56
118,7,ACMilan,Italy,SerieA,191980000.0,45,35550000.0,37,-156430000.0,2017,36590379.25,197598340.58,-161007961.33
119,7,FCBarcelona,Spain,LaLiga,124750000.0,16,33800000.0,13,-90950000.0,2016,35171731.12,129812824.19,-94641093.07
120,7,ParisSaintGermain,France,Ligue1,116100000.0,13,22900000.0,11,-93200000.0,2015,23889072.9,121114470.03,-97225397.13
121,7,AtléticoMadrid,Spain,LaLiga,118950000.0,32,89300000.0,26,-29650000.0,2014,92998506.35,123876509.86,-30878003.51
122,7,SSCNapoli,Italy,SerieA,107450000.0,68,74200000.0,42,-33250000.0,2013,77928038.0,112848621.07,-34920583.07
123,7,JuventusFC,Italy,SerieA,72800000.0,68,23300000.0,45,-49500000.0,2012,25013278.99,78153077.72,-53139798.72
124,7,AtléticoMadrid,Spain,LaLiga,85200000.0,30,85350000.0,22,150000.0,2011,94150559.72,93985093.01,165466.71
125,7,JuventusFC,Italy,SerieA,59270000.0,66,36780000.0,52,-22500000.0,2010,41473461.74,66833389.81,-25371204.16
126,7,BayernMunich,Germany,Bundesliga,75700000.0,19,22950000.0,12,-52750000.0,2009,26116280.46,86143896.76,-60027616.3
127,7,InterMilan,Italy,SerieA,65400000.0,53,7600000.0,34,-57800000.0,2008,8791741.63,75655250.31,-66863508.68
128,7,ManchesterCity,England,PremierLeague,77950000.0,32,10560000.0,26,-67390000.0,2007,12595234.43,92973345.05,-80378110.62
129,7,InterMilan,Italy,SerieA,48400000.0,43,32640000.0,33,-15760000.0,2006,39680966.31,58840648.58,-19159682.26
130,7,LiverpoolFC,England,PremierLeague,44060000.0,30,19040000.0,27,-25020000.0,2005,23672549.72,54780070.41,-31107520.69
131,7,DynamoKyiv,Portugal,LigaNOS,48100000.0,43,95250000.0,36,47150000.0,2004,121219388.58,61214200.43,60005188.15
132,7,ArsenalFC,England,PremierLeague,30620000.0,25,1050000.0,22,-29570000.0,2003,1363278.95,39755810.86,-38392531.91
133,7,ManchesterCity,England,PremierLeague,44450000.0,15,750000.0,13,-43700000.0,2002,996263.34,59045207.2,-58048943.86
134,7,RealMadrid,Spain,LaLiga,77500000.0,13,0.0,11,-77500000.0,2001,0.0,105106755.77,-105106755.77
135,7,DeportivodeLaCoruña,Spain,LaLiga,57350000.0,23,39500000.0,16,-17850000.0,2000,54945061.45,79774665.16,-24829603.72
136,8,AtléticoMadrid,Spain,LaLiga,133000000.0,25,64900000.0,17,-68100000.0,2018,65912914.68,135075772.77,-69162858.09
137,8,LiverpoolFC,England,PremierLeague,173880000.0,15,184500000.0,14,10620000.0,2017,189899436.59,178968639.76,10930796.84
138,8,ShanghaiSIPG,China,SuperLeague,123100000.0,20,4400000.0,17,-118700000.0,2016,4578568.55,128095860.99,-123517292.44
139,8,NewcastleUnited,England,PremierLeague,107910000.0,28,4630000.0,25,-103280000.0,2015,4829974.13,112570736.09,-107740761.97
140,8,ASRoma,Italy,SerieA,101160000.0,70,42100000.0,49,-59060000.0,2014,43843640.73,105349707.76,-61506067.02
141,8,FCBarcelona,Spain,LaLiga,101200000.0,13,28100000.0,7,-73100000.0,2013,29511831.1,106284601.7,-76772770.59
142,8,LiverpoolFC,England,PremierLeague,70600000.0,22,10450000.0,19,-60150000.0,2012,11218401.95,75791308.89,-64572906.93
143,8,SSCNapoli,Italy,SerieA,72700000.0,49,23790000.0,44,-48910000.0,2011,26243020.69,80196200.26,-53953179.57
144,8,VfLWolfsburg,Germany,Bundesliga,56150000.0,20,59650000.0,18,3500000.0,2010,67261881.26,63315249.5,3946631.76
145,8,JuventusFC,Italy,SerieA,59300000.0,55,14300000.0,33,-45000000.0,2009,16272889.35,67481282.41,-51208393.06
146,8,OlympiqueLyon,France,Ligue1,57800000.0,20,34000000.0,15,-23800000.0,2008,39331475.7,66863508.68,-27532032.99
147,8,ValenciaCF,Spain,LaLiga,72150000.0,34,7600000.0,22,-64550000.0,2007,9064752.05,86055507.96,-76990755.91
148,8,LiverpoolFC,England,PremierLeague,46000000.0,30,21000000.0,28,-25000000.0,2006,25530033.47,55922930.47,-30392896.99
149,8,TottenhamHotspur,England,PremierLeague,36510000.0,29,22650000.0,27,-13860000.0,2005,28160885.04,45393108.73,-17232223.69
150,8,TottenhamHotspur,England,PremierLeague,47130000.0,37,10500000.0,35,-36630000.0,2004,13362767.25,59979735.26,-46616968.02
151,8,TottenhamHotspur,England,PremierLeague,29750000.0,19,1750000.0,22,-28000000.0,2003,2272131.58,38626236.87,-36354105.29
152,8,DeportivodeLaCoruña,Spain,LaLiga,39000000.0,18,9700000.0,13,-29300000.0,2002,12885005.85,51805693.61,-38920687.76
153,8,ACParma,Italy,SerieA,77220000.0,34,150860000.0,28,73640000.0,2001,204598776.46,104727015.23,99871761.23
154,8,ArsenalFC,England,PremierLeague,56300000.0,26,60730000.0,22,4430000.0,2000,84476293.2,78314100.24,6162192.97
155,9,ASRoma,Italy,SerieA,131100000.0,65,149370000.0,45,18270000.0,2018,151701264.5,133146118.87,18555145.63
156,9,JuventusFC,Italy,SerieA,160400000.0,107,145900000.0,77,-14500000.0,2017,150169798.37,165094144.33,-14924345.97
157,9,BorussiaDortmund,Germany,Bundesliga,121100000.0,15,111000000.0,8,-10100000.0,2016,115504797.48,126014693.46,-10509895.99
158,9,JiangsuSuning,China,SuperLeague,101100000.0,14,9530000.0,14,-91580000.0,2015,9941609.81,105466605.68,-95535427.78
159,9,SouthamptonFC,England,PremierLeague,96040000.0,27,123830000.0,27,27790000.0,2014,128958623.09,100017654.54,28940968.55
160,9,ManchesterUnited,England,PremierLeague,77130000.0,29,1800000.0,27,-75330000.0,2013,1890437.58,81005250.29,-79114812.71
161,9,BayernMunich,Germany,Bundesliga,70300000.0,12,500000.0,7,-69800000.0,2012,536765.64,75469249.5,-74932483.86
162,9,LiverpoolFC,England,PremierLeague,66530000.0,24,22900000.0,19,-43630000.0,2011,25261251.52,73390002.79,-48128751.27
163,9,ACMilan,Italy,SerieA,46050000.0,64,25930000.0,43,-20120000.0,2010,29238903.29,51926397.86,-22687494.57
164,9,SSCNapoli,Italy,SerieA,55150000.0,36,4750000.0,22,-50400000.0,2009,5405330.38,62758730.6,-57353400.22
165,9,AstonVilla,England,PremierLeague,55900000.0,21,7520000.0,16,-48380000.0,2008,8699196.98,64665573.28,-55966376.3
166,9,JuventusFC,Italy,SerieA,69450000.0,52,33630000.0,41,-35820000.0,2007,40111527.83,82835135.52,-42723607.69
167,9,ACMilan,Italy,SerieA,41400000.0,39,57330000.0,24,15930000.0,2006,69696991.38,50330637.42,19366353.96
168,9,ACFFiorentina,Italy,SerieA,34500000.0,26,10190000.0,30,-24310000.0,2005,12669290.0,42894063.3,-30224773.3
169,9,ACFFiorentina,Italy,SerieA,47000000.0,23,2000000.0,25,-45000000.0,2004,2545289.0,59814291.48,-57269002.48
170,9,BayernMunich,Germany,Bundesliga,27000000.0,7,4500000.0,9,-22500000.0,2003,5842624.06,35055744.39,-29213120.32
171,9,MiddlesbroughFC,England,PremierLeague,37400000.0,22,0.0,25,-37400000.0,2002,0.0,49680331.82,-49680331.82
172,9,FulhamFC,England,PremierLeague,50600000.0,14,1030000.0,13,-49580000.0,2001,1396902.69,68624539.9,-67241199.37
173,9,ParisSaintGermain,France,Ligue1,53950000.0,15,585000.0,13,-53370000.0,2000,813743.32,75045216.83,-74238428.59
174,10,FCBarcelona,Spain,LaLiga,129100000.0,20,134050000.0,17,4950000.0,2018,136142160.45,131114904.25,5027256.2
175,10,ArsenalFC,England,PremierLeague,152850000.0,15,156200000.0,16,3350000.0,2017,160771230.33,157323191.78,3448038.55
176,10,ArsenalFC,England,PremierLeague,113000000.0,13,10350000.0,12,-102650000.0,2016,10770041.93,117585965.0,-106815923.07
177,10,ASMonaco,France,Ligue1,101060000.0,42,185150000.0,34,84100000.0,2015,193146805.56,105424878.04,87732359.42
178,10,ManchesterCity,England,PremierLeague,88300000.0,22,30630000.0,20,-57680000.0,2014,31898591.82,91957089.71,-60068912.06
179,10,ASRoma,Italy,SerieA,76290000.0,66,118700000.0,52,42410000.0,2013,124663855.94,80123046.08,44540809.86
180,10,AnzhiMakhachkala,Russia,PremierLiga,67900000.0,13,16000000.0,18,-51900000.0,2012,17176500.6,72892774.41,-55716273.81
181,10,ArsenalFC,England,PremierLeague,65480000.0,41,78290000.0,30,12820000.0,2011,86362593.09,72231735.8,14141888.41
182,10,InterMilan,Italy,SerieA,43740000.0,57,60030000.0,40,16290000.0,2010,67690372.71,49321620.9,18368751.82
183,10,AstonVilla,England,PremierLeague,46900000.0,26,22100000.0,19,-24800000.0,2009,25149010.81,53370525.21,-28221514.4
184,10,GenoaCFC,Italy,SerieA,55310000.0,62,35650000.0,46,-19660000.0,2008,41240209.07,63983056.49,-22742847.42
185,10,FCBarcelona,Spain,LaLiga,68500000.0,13,14000000.0,8,-54500000.0,2007,16698227.46,81702041.51,-65003814.05
186,10,ZenitSt.Petersburg,Russia,PremierLiga,39100000.0,15,6980000.0,16,-32130000.0,2006,8485696.84,47534490.9,-39060951.21
187,10,ACMilan,Italy,SerieA,33500000.0,38,12000000.0,26,-21500000.0,2005,14919674.19,41650757.12,-26731082.93
188,10,ASRoma,Italy,SerieA,43210000.0,31,61200000.0,26,17990000.0,2004,77885843.37,54990968.83,22894874.55
189,10,OlympiqueLyon,France,Ligue1,25500000.0,11,4150000.0,10,-21350000.0,2003,5388197.75,33108203.03,-27720005.29
190,10,NewcastleUnited,England,PremierLeague,34550000.0,12,225000.0,13,-34330000.0,2002,298879.0,45894531.13,-45602293.89
191,10,ASRoma,Italy,SerieA,47950000.0,21,53660000.0,20,5710000.0,2001,72774561.48,65030566.96,7743994.52
192,10,LeedsUnited,England,PremierLeague,53150000.0,10,12130000.0,10,-41020000.0,2000,16873002.41,73932405.46,-57059403.05
193,11,ValenciaCF,Spain,LaLiga,127000000.0,25,58800000.0,21,-68200000.0,2018,59717710.07,128982128.89,-69264418.82
194,11,InterMilan,Italy,SerieA,133130000.0,90,75240000.0,70,-57890000.0,2017,77441916.58,137026081.27,-59584164.69
195,11,CrystalPalace,England,PremierLeague,101300000.0,24,50200000.0,25,-51100000.0,2016,52237304.81,105411135.0,-53173830.19
196,11,InterMilan,Italy,SerieA,98750000.0,95,111820000.0,79,13070000.0,2015,116649612.73,103015106.93,13634505.8
197,11,BorussiaDortmund,Germany,Bundesliga,65200000.0,12,4800000.0,8,-60400000.0,2014,4998799.89,67900365.22,-62901565.33
198,11,ShakhtarDonetsk,Ukraine,PremierLiga,71000000.0,21,67500000.0,17,-3500000.0,2013,70891409.23,74567260.08,-3675850.85
199,11,ManchesterCity,England,PremierLeague,61950000.0,27,44300000.0,28,-17650000.0,2012,47557436.03,66505263.25,-18947827.22
200,11,ManchesterUnited,England,PremierLeague,62300000.0,23,14470000.0,24,-47840000.0,2011,15962022.25,68723841.48,-52772850.35
201,11,RubinKazan,Russia,PremierLiga,43600000.0,18,16900000.0,19,-26700000.0,2010,19056593.35,49163755.63,-30107162.28
202,11,SunderlandAFC,England,PremierLeague,46100000.0,27,21280000.0,30,-24830000.0,2009,24215880.09,52460153.78,-28255653.32
203,11,USPalermo,Italy,SerieA,53500000.0,46,63950000.0,29,10450000.0,2008,73977878.55,61889233.81,12088644.74
204,11,SunderlandAFC,England,PremierLeague,64320000.0,34,3200000.0,22,-61120000.0,2007,3816737.71,76716427.89,-72899690.18
205,11,USPalermo,Italy,SerieA,34200000.0,37,27400000.0,23,-6800000.0,2006,33310615.1,41577483.09,-8266867.98
206,11,EvertonFC,England,PremierLeague,32530000.0,16,7000000.0,14,-25530000.0,2005,8703143.28,40444750.12,-31741606.85
207,11,ValenciaCF,Spain,LaLiga,40000000.0,26,7500000.0,18,-32500000.0,2004,9544833.75,50905779.98,-41360946.24
208,11,ASRoma,Italy,SerieA,25450000.0,23,200000.0,18,-25250000.0,2003,259672.18,33043284.99,-32783612.81
209,11,LiverpoolFC,England,PremierLeague,31500000.0,20,11500000.0,16,-20000000.0,2002,15276037.86,41843060.22,-26567022.36
210,11,BorussiaDortmund,Germany,Bundesliga,47600000.0,11,21150000.0,8,-26450000.0,2001,28683972.7,64555891.29,-35871918.58
211,11,ACMilan,Italy,SerieA,53000000.0,28,8550000.0,19,-44450000.0,2000,11893171.53,73723753.33,-61830581.8
212,12,LeicesterCity,England,PremierLeague,114600000.0,21,95800000.0,19,-18800000.0,2018,97295180.69,116388598.19,-19093417.5
213,12,ASMonaco,France,Ligue1,123700000.0,35,244500000.0,23,120800000.0,2017,251655350.93,127320110.06,124335240.87
214,12,ASRoma,Italy,SerieA,100750000.0,89,70830000.0,67,-29920000.0,2016,73704547.8,104838813.93,-31134266.13
215,12,RealMadrid,Spain,LaLiga,92500000.0,20,15650000.0,11,-76850000.0,2015,16325938.47,96495163.46,-80169224.99
216,12,JuventusFC,Italy,SerieA,58550000.0,108,32410000.0,66,-26140000.0,2014,33752313.45,60974944.54,-27222631.09
217,12,DinamoMoscow,Russia,PremierLiga,67900000.0,27,19000000.0,21,-48900000.0,2013,19954618.9,71311506.47,-51356887.58
218,12,ArsenalFC,England,PremierLeague,56000000.0,25,65850000.0,20,9850000.0,2012,70692035.27,60117752.09,10574283.18
219,12,FCBarcelona,Spain,LaLiga,60000000.0,13,46950000.0,12,-13050000.0,2011,51791081.18,66186685.22,-14395604.03
220,12,ZenitSt.Petersburg,Russia,PremierLiga,43000000.0,11,1600000.0,9,-41400000.0,2010,1804174.52,48487190.18,-46683015.66
221,12,LiverpoolFC,England,PremierLeague,43500000.0,24,48550000.0,26,5050000.0,2009,55248166.29,49501446.62,5746719.67
222,12,ZenitSt.Petersburg,Russia,PremierLiga,50000000.0,10,21300000.0,12,-28700000.0,2008,24640012.71,57840405.43,-33200392.72
223,12,ChelseaFC,England,PremierLeague,59000000.0,28,43650000.0,20,-15350000.0,2007,52062687.77,70371101.45,-18308413.68
224,12,NewcastleUnited,England,PremierLeague,31880000.0,11,11180000.0,14,-20700000.0,2006,13591703.53,38757022.24,-25165318.71
225,12,ManchesterUnited,England,PremierLeague,31800000.0,26,7900000.0,28,-23900000.0,2005,9822118.84,39537136.61,-29715017.77
226,12,ShakhtarDonetsk,Ukraine,PremierLiga,37610000.0,13,0.0,12,-37610000.0,2004,0.0,47864159.63,-47864159.63
227,12,ACParma,Italy,SerieA,24020000.0,39,61200000.0,30,37190000.0,2003,79459687.28,31186628.9,48286041.99
228,12,Bayer04Leverkusen,Germany,Bundesliga,30400000.0,20,15950000.0,15,-14450000.0,2002,21187200.33,40381873.99,-19194673.66
229,12,LeedsUnited,England,PremierLeague,46300000.0,11,4580000.0,14,-41730000.0,2001,6211470.21,62792810.22,-56594902.17
230,12,ChelseaFC,England,PremierLeague,52390000.0,22,38700000.0,20,-13690000.0,2000,53832250.07,72875234.66,-19042984.59
231,13,WolverhamptonWanderers,England,PremierLeague,112250000.0,42,23050000.0,47,-89200000.0,2018,23409748.59,114001921.0,-90592172.41
232,13,TottenhamHotspur,England,PremierLeague,121500000.0,15,103800000.0,11,-17700000.0,2017,106837731.81,125055726.54,-18217994.73
233,13,SSCNapoli,Italy,SerieA,97090000.0,59,116810000.0,40,19720000.0,2016,121550589.13,101030277.36,20520311.77
234,13,ACMilan,Italy,SerieA,90970000.0,68,13550000.0,58,-77420000.0,2015,14135237.46,94899081.29,-80763843.84
235,13,DynamoKyiv,Portugal,LigaNOS,53700000.0,44,88960000.0,29,35260000.0,2014,92644424.7,55924073.81,36720350.89
236,13,BayernMunich,Germany,Bundesliga,62000000.0,8,40000000.0,7,-22000000.0,2013,42009723.99,65115072.19,-23105348.2
237,13,ACMilan,Italy,SerieA,55650000.0,70,94500000.0,56,38850000.0,2012,101448706.65,59742016.14,41706690.51
238,13,MálagaCF,Spain,LaLiga,59250000.0,21,0.0,16,-59250000.0,2011,0.0,65359351.65,-65359351.65
239,13,OlympiqueMarseille,France,Ligue1,41500000.0,20,22600000.0,17,-18900000.0,2010,25483965.07,46795776.57,-21311811.5
240,13,OlympiqueMarseille,France,Ligue1,42300000.0,32,27800000.0,23,-14500000.0,2009,31635407.27,48135889.47,-16500482.21
241,13,ACFFiorentina,Italy,SerieA,49200000.0,36,18200000.0,30,-31000000.0,2008,21053907.58,56914958.95,-35861051.37
242,13,PortsmouthFC,England,PremierLeague,58640000.0,28,23380000.0,25,-35270000.0,2007,27886039.86,69941718.46,-42067605.9
243,13,FCBarcelona,Spain,LaLiga,31000000.0,9,13000000.0,8,-18000000.0,2006,15804306.44,37687192.27,-21882885.83
244,13,JuventusFC,Italy,SerieA,30390000.0,44,14030000.0,31,-16360000.0,2005,17443585.74,37784074.89,-20340489.15
245,13,OlympiqueMarseille,France,Ligue1,30280000.0,33,52380000.0,31,22100000.0,2004,66661118.89,38535675.45,28125443.44
246,13,BlackburnRovers,England,PremierLeague,22340000.0,26,34350000.0,32,12010000.0,2003,44598697.03,29005382.58,15593314.45
247,13,SunderlandAFC,England,PremierLeague,29380000.0,26,0.0,19,-29380000.0,2002,0.0,39026955.85,-39026955.85
248,13,ChelseaFC,England,PremierLeague,44800000.0,12,13220000.0,14,-31580000.0,2001,17929178.21,60758485.92,-42829307.71
249,13,ValenciaCF,Spain,LaLiga,51050000.0,18,61250000.0,16,10200000.0,2000,85199620.6,71011275.61,14188344.98
250,14,FulhamFC,England,PremierLeague,112000000.0,21,4500000.0,16,-107500000.0,2018,4570232.91,113748019.18,-109177786.26
251,14,BayernMunich,Germany,Bundesliga,116500000.0,17,32550000.0,11,-83950000.0,2017,33502583.53,119909400.34,-86406816.81
252,14,LeicesterCity,England,PremierLeague,91600000.0,17,66050000.0,19,-25550000.0,2016,68730557.42,95317472.51,-26586915.1
253,14,ChelseaFC,England,PremierLeague,90500000.0,54,87490000.0,39,-3010000.0,2015,91268776.77,94408781.54,-3140004.78
254,14,BayernMunich,Germany,Bundesliga,53400000.0,13,48700000.0,10,-4700000.0,2014,50716990.59,55611648.82,-4894658.23
255,14,InterMilan,Italy,SerieA,59890000.0,65,10950000.0,45,-48940000.0,2013,11500161.94,62899059.25,-51398897.3
256,14,QueensParkRangers,England,PremierLeague,50350000.0,46,4520000.0,46,-45840000.0,2012,4852361.42,54052300.32,-49210674.21
257,14,ACMilan,Italy,SerieA,57350000.0,67,22300000.0,48,-35050000.0,2011,24599384.67,63263439.95,-38664055.28
258,14,SLBenfica,Portugal,LigaNOS,40830000.0,71,85680000.0,47,44860000.0,2010,96613545.46,46040278.49,50584543.06
259,14,TottenhamHotspur,England,PremierLeague,40300000.0,41,31700000.0,37,-8600000.0,2009,36073468.0,45859960.89,-9786492.9
260,14,ManchesterUnited,England,PremierLeague,45250000.0,22,7450000.0,18,-37800000.0,2008,8618220.41,52345566.92,-43727346.51
261,14,ShakhtarDonetsk,Ukraine,PremierLiga,54010000.0,26,47000000.0,16,-7010000.0,2007,56058335.05,64419376.09,-8361041.04
262,14,HamburgerSV,Germany,Bundesliga,30300000.0,19,22630000.0,14,-7670000.0,2006,27511650.36,36836191.15,-9324540.8
263,14,InterMilan,Italy,SerieA,30000000.0,46,22660000.0,35,-7350000.0,2005,28173318.1,37299185.48,-9138300.44
264,14,NewcastleUnited,England,PremierLeague,29450000.0,17,22280000.0,19,-7180000.0,2004,28354519.45,37479380.51,-9137587.51
265,14,VillarrealCF,Spain,LaLiga,22050000.0,14,0.0,17,-22050000.0,2003,0.0,28628857.92,-28628857.92
266,14,AtléticoMadrid,Spain,LaLiga,26400000.0,20,6900000.0,19,-19500000.0,2002,9165622.72,35068469.52,-25902846.8
267,14,ArsenalFC,England,PremierLeague,32690000.0,22,12000000.0,15,-20690000.0,2001,16274594.44,44334707.69,-28060113.25
268,14,RangersFC,Scotland,Premiership,45430000.0,22,6500000.0,12,-38930000.0,2000,9041592.39,63193775.73,-54152183.34
269,15,WestHamUnited,England,PremierLeague,105350000.0,21,14000000.0,15,-91350000.0,2018,14218502.4,106994230.54,-92775728.14
270,15,BorussiaDortmund,Germany,Bundesliga,109840000.0,19,255950000.0,16,146120000.0,2017,263440437.92,113054493.85,150396236.72
271,15,EvertonFC,England,PremierLeague,85900000.0,21,60800000.0,20,-25100000.0,2016,63267492.67,89386145.08,-26118652.4
272,15,BayernMunich,Germany,Bundesliga,89000000.0,11,33000000.0,11,-56000000.0,2015,34425301.56,92843995.11,-58418693.55
273,15,ValenciaCF,Spain,LaLiga,53300000.0,28,55450000.0,31,2150000.0,2014,57746552.94,55507507.15,2239045.79
274,15,AnzhiMakhachkala,Russia,PremierLiga,59400000.0,32,157850000.0,33,98450000.0,2013,165780873.3,62384440.13,103396433.17
275,15,ASRoma,Italy,SerieA,44170000.0,65,21560000.0,48,-22600000.0,2012,23145334.55,47417876.96,-24261807.09
276,15,RealMadrid,Spain,LaLiga,55000000.0,9,8000000.0,7,-47000000.0,2011,8824891.36,60671128.12,-51846236.75
277,15,AstonVilla,England,PremierLeague,37400000.0,23,28400000.0,22,-9000000.0,2010,32024097.7,42172579.37,-10148481.67
278,15,ACFFiorentina,Italy,SerieA,38470000.0,49,45000000.0,33,6530000.0,2009,51208393.06,43777486.24,7430906.81
279,15,JuventusFC,Italy,SerieA,40500000.0,48,31700000.0,34,-8800000.0,2008,36670817.05,46850728.4,-10179911.36
280,15,ASRoma,Italy,SerieA,52600000.0,39,22940000.0,28,-29670000.0,2007,27361238.43,62737626.04,-35388314.92
281,15,OlympiqueLyon,France,Ligue1,29950000.0,17,47330000.0,12,17380000.0,2006,57539832.59,36410690.6,21129141.99
282,15,AtléticoMadrid,Spain,LaLiga,26500000.0,23,5300000.0,20,-21200000.0,2005,6589522.77,32947613.84,-26358091.07
283,15,SportClubCorinthiansPaulista,Brazil,SérieA,28950000.0,25,800000.0,18,-28150000.0,2004,1018115.6,36843058.26,-35824942.66
284,15,OlympiqueMarseille,France,Ligue1,18850000.0,31,11500000.0,27,-7350000.0,2003,14931150.39,24474103.03,-9542952.64
285,15,BayernMunich,Germany,Bundesliga,24500000.0,6,3500000.0,7,-21000000.0,2002,4649228.91,32544602.39,-27895373.48
286,15,BlackburnRovers,England,PremierLeague,32350000.0,23,10680000.0,25,-21680000.0,2001,14484389.05,43873594.18,-29402767.29
287,15,StadeRennaisFC,France,Ligue1,35390000.0,21,20000000.0,12,-15390000.0,2000,27820284.28,49227993.03,-21407708.75
288,16,EvertonFC,England,PremierLeague,99800000.0,27,28400000.0,25,-71400000.0,2018,28843247.72,101357609.94,-72514362.22
289,16,AtléticoMadrid,Spain,LaLiga,102000000.0,22,83500000.0,20,-18500000.0,2017,85943647.46,104985054.38,-19041406.92
290,16,AstonVilla,England,Championship,85600000.0,27,45900000.0,25,-39700000.0,2016,47762794.63,89073969.95,-41311175.31
291,16,WatfordFC,England,PremierLeague,83530000.0,39,9750000.0,32,-73780000.0,2015,10171111.82,87137740.58,-76966628.76
292,16,ParisSaintGermain,France,Ligue1,49500000.0,11,2200000.0,9,-47300000.0,2014,2291116.62,51550123.9,-49259007.29
293,16,LiverpoolFC,England,PremierLeague,58100000.0,27,32600000.0,28,-25500000.0,2013,34237925.05,61019124.1,-26781199.04
294,16,SouthamptonFC,England,PremierLeague,41500000.0,33,0.0,26,-41500000.0,2012,0.0,44551548.42,-44551548.42
295,16,GenoaCFC,Italy,SerieA,53530000.0,100,73700000.0,73,20170000.0,2011,81299311.68,59049554.33,22249757.35
296,16,SpartakMoscow,Russia,PremierLiga,36400000.0,28,16300000.0,23,-20100000.0,2010,18380027.91,41044970.29,-22664942.39
297,16,SLBenfica,Portugal,LigaNOS,34300000.0,67,6830000.0,42,-27470000.0,2009,7772296.1,39032175.15,-31259879.05
298,16,ArsenalFC,England,PremierLeague,40150000.0,20,25800000.0,13,-14350000.0,2008,29845649.2,46445845.56,-16600196.36
299,16,MiddlesbroughFC,England,PremierLeague,50600000.0,20,30230000.0,23,-20380000.0,2007,36056244.01,60352164.97,-24307848.26
300,16,ACFFiorentina,Italy,SerieA,28750000.0,23,5530000.0,21,-23230000.0,2006,6722908.81,34951831.54,-28241079.89
301,16,SevillaFC,Spain,LaLiga,23000000.0,14,47000000.0,15,24000000.0,2005,58435390.59,28596042.2,29839348.39
302,16,SpartakMoscow,Russia,PremierLiga,28700000.0,24,1500000.0,19,-27200000.0,2004,1908966.75,36524897.14,-34615930.39
303,16,SSLazio,Italy,SerieA,18030000.0,26,7700000.0,22,-10330000.0,2003,9997378.96,23409447.09,-13412068.13
304,16,PSVEindhoven,Netherlands,Eredivisie,23650000.0,23,200000.0,15,-23450000.0,2002,265670.22,31415503.94,-31149833.72
305,16,NewcastleUnited,England,PremierLeague,31590000.0,18,6470000.0,21,-25120000.0,2001,8774718.84,42842869.87,-34068151.03
306,16,ASMonaco,France,Ligue1,34600000.0,17,50490000.0,14,15890000.0,2000,70232307.65,48129091.8,22103215.86
307,17,VillarrealCF,Spain,LaLiga,92900000.0,34,58500000.0,24,-34400000.0,2018,59413027.87,94349919.48,-34936891.6
308,17,ASRoma,Italy,SerieA,96300000.0,83,154750000.0,63,58450000.0,2017,159278795.73,99118242.51,60160553.22
309,17,TottenhamHotspur,England,PremierLeague,83600000.0,11,52300000.0,9,-31300000.0,2016,54422530.7,86992802.42,-32570271.72
310,17,HebeiChinaFortune,China,SuperLeague,77880000.0,16,0.0,14,-77880000.0,2015,0.0,81243711.68,-81243711.68
311,17,TottenhamHotspur,England,PremierLeague,48470000.0,25,44150000.0,27,-4320000.0,2014,45978544.86,50477464.76,-4498919.9
312,17,SLBenfica,Portugal,LigaNOS,55750000.0,40,44300000.0,32,-11450000.0,2013,46525769.32,58551052.81,-12025283.49
313,17,DynamoKyiv,Ukraine,PremierLiga,40780000.0,23,9300000.0,21,-31480000.0,2012,9983840.97,43778605.9,-33794764.92
314,17,BayernMunich,Germany,Bundesliga,52100000.0,8,5000000.0,6,-47100000.0,2011,5515557.1,57472105.0,-51956547.9
315,17,FCSchalke04,Germany,Bundesliga,36100000.0,27,20050000.0,27,-16050000.0,2010,22608561.93,40706687.57,-18098125.64
316,17,ZenitSt.Petersburg,Russia,PremierLiga,31800000.0,17,24500000.0,13,-7300000.0,2009,27880125.11,36187264.43,-8307139.32
317,17,SevillaFC,Spain,LaLiga,37700000.0,21,60550000.0,16,22850000.0,2008,70044730.98,43611665.7,26433065.28
318,17,FulhamFC,England,PremierLeague,49430000.0,40,19500000.0,30,-29930000.0,2007,23258245.39,58956670.25,-35698424.85
319,17,ManchesterUnited,England,PremierLeague,27200000.0,29,18000000.0,29,-9200000.0,2006,21882885.83,33067471.93,-11184586.09
