,    Order |  ,    Club |  ,    State |  ,    Competition |  ,    Expenditures |  ,    Arrivals |  ,    Income  |  ,    Departures |  ,    Balance |  ,    Season |  , Inflacion + Income |  , Inflacion + Expenditures |  , Inflacion + Balance |  
403,22,VfLWolfsburg,Germany,Bundesliga,73750000.0,26,36000000.0,23,-37750000.0,2017,37053548.6,75908311.38,-38854762.77
404,22,AtléticoMadrid,Spain,LaLiga,79000000.0,32,42000000.0,19,-37000000.0,2016,43704517.96,82206117.12,-38501599.16
405,22,SunderlandAFC,England,PremierLeague,66050000.0,33,10500000.0,28,-55550000.0,2015,10953505.04,68902762.66,-57949257.62
406,22,QueensParkRangers,England,PremierLeague,43540000.0,36,26040000.0,39,-17500000.0,2014,27118489.42,45343280.7,-18224791.28
407,22,CardiffCity,England,PremierLeague,45820000.0,35,3740000.0,29,-42080000.0,2013,3927909.19,48122138.83,-44194229.64
408,22,FenerbahceSK,Turkey,SüperLig,33900000.0,15,4000000.0,13,-29900000.0,2012,4294125.15,36392710.64,-32098585.49
409,22,FenerbahceSK,Turkey,SüperLig,35300000.0,16,27500000.0,15,-7800000.0,2011,30335564.06,38939833.14,-8604269.08
410,22,SSLazio,Italy,SerieA,29500000.0,29,27030000.0,22,-2470000.0,2010,30479273.27,33264467.68,-2785194.41
411,22,ChelseaFC,England,PremierLeague,30000000.0,24,3800000.0,19,-26200000.0,2009,4324264.3,34138928.7,-29814664.4
412,22,Ajax ,Netherlands,Eredivisie,34250000.0,20,37850000.0,17,3600000.0,2008,43785186.91,39620677.72,4164509.19
413,22,VillarrealCF,Spain,LaLiga,40000000.0,29,44450000.0,26,4450000.0,2007,53016872.19,47709221.32,5307650.87
414,22,FenerbahceSK,Turkey,SüperLig,24700000.0,18,12000000.0,12,-12700000.0,2006,14588590.56,30028182.23,-15439591.67
415,22,ParisSaintGermain,France,Ligue1,18200000.0,18,12430000.0,15,-5780000.0,2005,15454295.85,22628172.53,-7186309.74
416,22,ASMonaco,France,Ligue1,18000000.0,23,18500000.0,25,500000.0,2004,23543923.24,22907600.99,636322.25
417,22,SLBenfica,Portugal,LigaNOS,16000000.0,18,130000.0,17,-15870000.0,2003,168786.92,20773774.45,-20604987.54
418,22,SSLazio,Italy,SerieA,13500000.0,15,68490000.0,15,54990000.0,2002,90978768.08,17932740.1,73046027.99
419,22,AstonVilla,England,PremierLeague,26100000.0,15,16880000.0,16,-9230000.0,2001,22892929.52,35397242.91,-12517875.56
420,22,BorussiaDortmund,Germany,Bundesliga,27580000.0,9,2300000.0,7,-25280000.0,2000,3199332.69,38364172.02,-35164839.32
421,23,ManchesterUnited,England,PremierLeague,82700000.0,10,35350000.0,10,-47350000.0,2018,35901718.55,83990724.87,-48089006.32
422,23,ACFFiorentina,Italy,SerieA,73700000.0,62,87300000.0,51,13600000.0,2017,89854855.36,75856848.11,13998007.25
423,23,RBLeipzig,Germany,Bundesliga,78450000.0,15,100000.0,14,-78350000.0,2016,104058.38,81633796.06,-81529737.68
424,23,ASRoma,Italy,SerieA,60830000.0,86,101250000.0,71,40420000.0,2015,105623084.32,63457305.87,42165778.45
425,23,SwanseaCity,England,PremierLeague,41530000.0,28,61890000.0,30,20360000.0,2014,64453276.13,43250033.25,21203242.88
426,23,DynamoKyiv,Ukraine,PremierLiga,45500000.0,27,6300000.0,19,-39200000.0,2013,6616531.53,47786061.04,-41169529.51
427,23,FCBarcelona,Spain,LaLiga,33000000.0,10,500000.0,5,-32500000.0,2012,536765.64,35426532.48,-34889766.84
428,23,ValenciaCF,Spain,LaLiga,34000000.0,19,32900000.0,17,-1100000.0,2011,36292365.73,37505788.29,-1213422.56
429,23,GalatasaraySK,Turkey,SüperLig,29500000.0,27,22750000.0,23,-6750000.0,2010,25653106.43,33264467.68,-7611361.25
430,23,FCGirondinsBordeaux,France,Ligue1,28500000.0,23,11000000.0,13,-17500000.0,2009,12517607.19,32431982.27,-19914375.08
431,23,RealBetisBalompié,Spain,LaLiga,34200000.0,17,11500000.0,14,-22700000.0,2008,13303293.25,39562837.32,-26259544.07
432,23,SLBenfica,Portugal,LigaNOS,39170000.0,54,54220000.0,44,15060000.0,2007,64669849.5,46719254.98,17962521.83
433,23,SSLazio,Italy,SerieA,24160000.0,25,8750000.0,25,-15410000.0,2006,10637513.95,29371695.65,-18734181.71
434,23,SportClubCorinthiansPaulista,Brazil,SérieA,17600000.0,27,5730000.0,27,-11880000.0,2005,7124144.43,21882188.82,-14770477.45
435,23,WestBromwichAlbion,England,PremierLeague,15850000.0,19,1950000.0,24,-13900000.0,2004,2481656.77,20171415.32,-17689758.54
436,23,CSKAMoscow,Russia,PremierLiga,15850000.0,15,0.0,12,-15850000.0,2003,0.0,20579020.32,-20579020.32
437,23,RCDEspanyolBarcelona,Spain,LaLiga,12770000.0,17,0.0,15,-12770000.0,2002,0.0,16963043.78,-16963043.78
438,23,ParisSaintGermain,France,Ligue1,25080000.0,29,17230000.0,26,-7860000.0,2001,23367605.19,34013902.38,-10659859.36
439,23,GalatasaraySK,Turkey,SüperLig,27550000.0,19,6500000.0,16,-21050000.0,2000,9041592.39,38322441.59,-29280849.2
440,24,ArsenalFC,England,PremierLeague,81500000.0,17,6400000.0,13,-75100000.0,2018,6499886.81,82771996.1,-76272109.29
441,24,SwanseaCity,England,PremierLeague,73390000.0,24,81100000.0,25,7720000.0,2017,83473410.88,75537775.89,7945927.64
442,24,HebeiChinaFortune,China,SuperLeague,77690000.0,19,0.0,15,-77690000.0,2016,0.0,80842952.4,-80842952.4
443,24,SouthamptonFC,England,PremierLeague,60100000.0,16,52700000.0,18,-7400000.0,2015,54976163.4,62695776.47,-7719613.08
444,24,EvertonFC,England,PremierLeague,40160000.0,19,1900000.0,17,-38260000.0,2014,1978691.62,41823292.44,-39844600.82
445,24,GalatasaraySK,Turkey,SüperLig,44840000.0,31,1800000.0,21,-43040000.0,2013,1890437.58,47092900.59,-45202463.01
446,24,SpartakMoscow,Russia,PremierLiga,32200000.0,18,5600000.0,15,-26600000.0,2012,6011775.21,34567707.45,-28555932.24
447,24,SportingCP,Portugal,LigaNOS,33890000.0,53,6630000.0,37,-27260000.0,2011,7313628.72,37384446.03,-30070817.32
448,24,ManchesterUnited,England,PremierLeague,29300000.0,28,17320000.0,26,-11990000.0,2010,19530189.16,33038945.87,-13520032.8
449,24,SevillaFC,Spain,LaLiga,27500000.0,17,9300000.0,12,-18200000.0,2009,10583067.9,31294017.98,-20710950.08
450,24,StokeCity,England,PremierLeague,33950000.0,29,765000.0,22,-33190000.0,2008,884958.2,39273635.29,-38394461.13
451,24,NewcastleUnited,England,PremierLeague,37850000.0,20,31150000.0,16,-6700000.0,2007,37153556.1,45144850.68,-7991294.57
452,24,BayernMunich,Germany,Bundesliga,24000000.0,7,2500000.0,8,-21500000.0,2006,3039289.7,29177181.11,-26137891.41
453,24,AstonVilla,England,PremierLeague,16540000.0,18,6400000.0,15,-10140000.0,2005,7957159.57,20564284.26,-12607124.69
454,24,RangersFC,Scotland,Premiership,15780000.0,32,15930000.0,28,150000.0,2004,20273226.88,20082330.2,190896.67
455,24,LiverpoolFC,England,PremierLeague,15650000.0,22,0.0,15,-15650000.0,2003,0.0,20319348.14,-20319348.14
456,24,ParisSaintGermain,France,Ligue1,12750000.0,27,23250000.0,19,10500000.0,2002,30884163.5,16936476.76,13947686.74
457,24,OlympiqueMarseille,France,Ligue1,24800000.0,46,19050000.0,40,-5750000.0,2001,25835918.68,33634161.85,-7798243.17
458,24,Bayer04Leverkusen,Germany,Bundesliga,27400000.0,15,24550000.0,12,-2850000.0,2000,34149398.95,38113789.46,-3964390.51
459,25,SevillaFC,Spain,LaLiga,79250000.0,20,90950000.0,23,11700000.0,2018,92369485.21,80486879.64,11882605.57
460,25,WatfordFC,England,PremierLeague,71400000.0,36,16740000.0,30,-54660000.0,2017,17229900.1,73489538.06,-56259637.96
461,25,TianjinQuanjian,China,SuperLeague,74990000.0,12,2560000.0,14,-72430000.0,2016,2663894.43,78033376.24,-75369481.81
462,25,Bayer04Leverkusen,Germany,Bundesliga,58000000.0,30,63250000.0,18,5250000.0,2015,65981827.99,60505075.46,5476752.52
463,25,ASMonaco,France,Ligue1,39750000.0,36,89120000.0,32,49370000.0,2014,92811051.36,41396311.62,51414739.74
464,25,JuventusFC,Italy,SerieA,41990000.0,67,55590000.0,46,13600000.0,2013,58383013.92,44099707.76,14283306.16
465,25,GalatasaraySK,Turkey,SüperLig,32050000.0,25,3890000.0,21,-28160000.0,2012,4176036.71,34406677.76,-30230641.05
466,25,DinamoMoscow,Russia,PremierLiga,33600000.0,18,4000000.0,11,-29600000.0,2011,4412445.68,37064543.72,-32652098.04
467,25,SunderlandAFC,England,PremierLeague,29100000.0,32,41780000.0,33,12680000.0,2010,47111507.11,32813424.05,14298083.06
468,25,ManchesterUnited,England,PremierLeague,27400000.0,23,104470000.0,21,77070000.0,2009,118883129.39,31180221.55,87702907.84
469,25,DynamoKyiv,Portugal,LigaNOS,33150000.0,78,55000000.0,52,21850000.0,2008,63624445.98,38348188.8,25276257.17
470,25,EvertonFC,England,PremierLeague,37550000.0,19,15800000.0,19,-21750000.0,2007,18845142.42,44787031.52,-25941889.09
471,25,ASRoma,Italy,SerieA,22620000.0,35,19620000.0,29,-3000000.0,2006,23852345.56,27499493.2,-3647147.64
472,25,PortsmouthFC,England,PremierLeague,16480000.0,41,9900000.0,35,-6580000.0,2005,12308731.21,20489685.89,-8180954.68
473,25,BirminghamCity,England,PremierLeague,15770000.0,29,8150000.0,24,-7620000.0,2004,10372052.67,20069603.76,-9697551.09
474,25,JuventusFC,Italy,SerieA,15000000.0,39,6950000.0,24,-8050000.0,2003,9023608.28,19475413.55,-10451805.27
475,25,FenerbahceSK,Turkey,SüperLig,12350000.0,15,5200000.0,13,-7150000.0,2002,6907425.81,16405136.31,-9497710.49
476,25,WestHamUnited,England,PremierLeague,23210000.0,14,18130000.0,15,-5090000.0,2001,24588199.77,31477778.08,-6903140.48
477,25,NewcastleUnited,England,PremierLeague,25910000.0,19,21050000.0,17,-4860000.0,2000,29280849.2,36041178.28,-6760329.08
478,26,ManchesterCity,England,PremierLeague,77090000.0,27,54100000.0,21,-22990000.0,2018,54944355.69,78293167.84,-23348812.15
479,26,LOSCLille,France,Ligue1,68500000.0,36,31100000.0,31,-37400000.0,2017,32010148.93,70504668.87,-38494519.94
480,26,BayernMunich,Germany,Bundesliga,70000000.0,8,52300000.0,9,-17700000.0,2016,54422530.7,72840863.27,-18418332.57
481,26,AFCBournemouth,England,PremierLeague,55110000.0,33,650000.0,33,-54460000.0,2015,678074.12,57490253.6,-56812179.48
482,26,SLBenfica,Portugal,LigaNOS,38650000.0,49,104650000.0,34,66000000.0,2014,108984251.85,40250753.31,68733498.54
483,26,ZenitSt.Petersburg,Russia,PremierLiga,39800000.0,17,20500000.0,12,-19300000.0,2013,21529983.55,41799675.37,-20269691.83
484,26,RubinKazan,Russia,PremierLiga,32000000.0,19,4500000.0,16,-27500000.0,2012,4830890.79,34353001.19,-29522110.4
485,26,VillarrealCF,Spain,LaLiga,31300000.0,21,26850000.0,15,-4450000.0,2011,29618541.63,34527387.46,-4908845.82
486,26,ACParma,Italy,SerieA,28900000.0,85,13530000.0,58,-15360000.0,2010,15256550.77,32587902.24,-17320075.38
487,26,ACParma,Italy,SerieA,27350000.0,61,33460000.0,46,6110000.0,2009,38076285.15,31123323.34,6952961.81
488,26,SunderlandAFC,England,PremierLeague,33110000.0,34,11150000.0,35,-21960000.0,2008,12898410.41,38301916.48,-25403506.07
489,26,AZAlkmaar,Netherlands,Eredivisie,35050000.0,22,14950000.0,17,-20100000.0,2007,17831321.47,41805205.18,-23973883.71
490,26,ASMonaco,France,Ligue1,22600000.0,29,24550000.0,23,1950000.0,2006,29845824.85,27475178.88,2370645.97
491,26,WiganAthletic,England,PremierLeague,15770000.0,17,5630000.0,19,-10150000.0,2005,6999813.81,19606938.5,-12619557.75
492,26,FulhamFC,England,PremierLeague,13950000.0,28,5200000.0,21,-8750000.0,2004,6617751.4,17753390.77,-11135639.37
493,26,VfLWolfsburg,Germany,Bundesliga,13630000.0,15,3020000.0,21,-10610000.0,2003,3921049.93,17696659.11,-13775609.18
494,26,GalatasaraySK,Turkey,SüperLig,12300000.0,24,1000000.0,22,-11300000.0,2002,1328351.12,16338718.75,-15010367.64
495,26,MiddlesbroughFC,England,PremierLeague,22700000.0,21,5400000.0,23,-17310000.0,2001,7323567.5,30786107.82,-23476102.48
496,26,TottenhamHotspur,England,PremierLeague,25740000.0,8,2460000.0,12,-23290000.0,2000,3421894.97,35804705.86,-32396721.04
497,27,SSCNapoli,Italy,SerieA,71000000.0,58,112000000.0,39,41000000.0,2018,113748019.18,72108119.3,41639899.88
498,27,SSCNapoli,Italy,SerieA,64750000.0,51,8500000.0,34,-56250000.0,2017,8748754.53,66644924.22,-57896169.69
499,27,WatfordFC,England,PremierLeague,69950000.0,38,58100000.0,35,-11850000.0,2016,60457916.52,72788834.09,-12330917.57
500,27,StokeCity,England,PremierLeague,53650000.0,15,23200000.0,16,-30450000.0,2015,24202030.19,55967194.81,-31765164.62
501,27,AlArabiSportsClub,Qatar,StarsLeague,37500000.0,14,815000.0,13,-36690000.0,2014,848754.57,39053124.17,-38209576.69
502,27,SouthamptonFC,England,PremierLeague,39600000.0,22,4200000.0,25,-35400000.0,2013,4411021.02,41589626.75,-37178605.73
503,27,NewcastleUnited,England,PremierLeague,31970000.0,24,14800000.0,25,-17170000.0,2012,15888263.05,34320795.26,-18432532.2
504,27,SLBenfica,Portugal,LigaNOS,30960000.0,75,41190000.0,53,10230000.0,2011,45437159.4,34152329.57,11284829.83
505,27,ShakhtarDonetsk,Ukraine,PremierLiga,28450000.0,20,7000000.0,14,-21450000.0,2010,7893263.52,32080478.15,-24187214.64
506,27,VfLWolfsburg,Germany,Bundesliga,27300000.0,18,3400000.0,15,-23900000.0,2009,3869078.59,31066425.12,-27197346.53
507,27,VfLWolfsburg,Germany,Bundesliga,33100000.0,28,4530000.0,22,-28570000.0,2008,5240340.73,38290348.4,-33050007.66
508,27,ACFFiorentina,Italy,SerieA,34650000.0,28,39450000.0,18,4800000.0,2007,47053219.53,41328112.97,5725106.56
509,27,CharltonAthletic,England,PremierLeague,21650000.0,33,2280000.0,36,-19380000.0,2006,2771832.21,26320248.8,-23560573.75
510,27,SpartakMoscow,Russia,PremierLiga,15500000.0,11,16500000.0,11,1000000.0,2005,20514552.02,19271245.83,1243306.18
511,27,BesiktasJK,Turkey,SüperLig,13700000.0,24,0.0,16,-13700000.0,2004,0.0,17435229.64,-17435229.64
512,27,ACMilan,Italy,SerieA,13000000.0,29,11350000.0,20,-1650000.0,2003,14736396.25,16878691.74,-2142295.49
513,27,SouthamptonFC,England,PremierLeague,12000000.0,16,0.0,18,-12000000.0,2002,0.0,15940213.42,-15940213.42
514,27,ASMonaco,France,Ligue1,22000000.0,24,37050000.0,18,15050000.0,2001,50247810.34,29836756.48,20411053.86
515,27,JuventusFC,Italy,SerieA,23680000.0,23,21640000.0,17,-2040000.0,2000,30101547.59,32939216.58,-2837669.0
516,28,OlympiqueMarseille,France,Ligue1,66000000.0,16,31850000.0,11,-34150000.0,2018,32347092.95,67030082.73,-34682989.78
517,28,Brighton&HoveAlbion,England,PremierLeague,64500000.0,25,0.0,21,-64500000.0,2017,0.0,66387607.91,-66387607.91
518,28,SouthamptonFC,England,PremierLeague,68900000.0,13,85050000.0,10,16150000.0,2016,88501648.88,71696221.14,16805427.74
519,28,WestHamUnited,England,PremierLeague,52700000.0,27,18520000.0,30,-34190000.0,2015,19319896.51,54976163.4,-35666698.8
520,28,Bayer04Leverkusen,Germany,Bundesliga,37060000.0,29,18350000.0,26,-18710000.0,2014,19109995.43,38594900.85,-19484905.42
521,28,OlympiqueMarseille,France,Ligue1,39400000.0,21,1050000.0,15,-38350000.0,2013,1102755.25,41379578.13,-40276822.88
522,28,BorussiaMönchengladbach,Germany,Bundesliga,31400000.0,16,24050000.0,14,-7350000.0,2012,25818427.46,33708882.42,-7890454.96
523,28,SunderlandAFC,England,PremierLeague,28250000.0,37,26330000.0,33,-1930000.0,2011,29044923.7,31162897.62,-2129005.04
524,28,OlympiqueLyon,France,Ligue1,28440000.0,10,10820000.0,12,-17630000.0,2010,12200730.18,32069202.06,-19879747.97
525,28,StokeCity,England,PremierLeague,26050000.0,26,6500000.0,25,-19550000.0,2009,7396767.89,29643969.76,-22247201.87
526,28,ASRoma,Italy,SerieA,32050000.0,66,18000000.0,41,-14050000.0,2008,20822545.96,37075699.88,-16253153.93
527,28,ArsenalFC,England,PremierLeague,30950000.0,20,57100000.0,22,26150000.0,2007,68104913.44,36915010.0,31189903.44
528,28,BirminghamCity,England,Championship,20430000.0,23,31030000.0,33,10600000.0,2006,37723663.75,24837075.42,12886588.32
529,28,Ajax ,Netherlands,Eredivisie,15500000.0,19,13250000.0,18,-2250000.0,2005,16473806.92,19271245.83,-2797438.91
530,28,AtléticoMadrid,Spain,LaLiga,13300000.0,30,0.0,24,-13300000.0,2004,0.0,16926171.84,-16926171.84
531,28,USPalermo,Italy,SerieB,12350000.0,37,1800000.0,28,-10550000.0,2003,2337049.63,16034757.16,-13697707.53
532,28,SãoPauloFutebolClube,Brazil,SérieA,11800000.0,16,8580000.0,12,-3230000.0,2002,11397252.59,15674543.19,-4290574.11
533,28,BayernMunich,Germany,Bundesliga,21200000.0,7,9350000.0,4,-11850000.0,2001,12680621.5,28751783.51,-16071162.01
534,28,AstonVilla,England,PremierLeague,23400000.0,16,20500000.0,14,-2900000.0,2000,28515791.38,32549732.6,-4033941.22
535,29,RBLeipzig,Germany,Bundesliga,65630000.0,19,72750000.0,18,7120000.0,2018,73885432.1,66654308.02,7231124.08
536,29,RBLeipzig,Germany,Bundesliga,62750000.0,25,24540000.0,14,-38210000.0,2017,25258168.96,64586393.75,-39328224.78
537,29,NewcastleUnited,England,Championship,63750000.0,30,100880000.0,27,37130000.0,2016,104974089.82,66337214.77,38636875.05
538,29,FCBarcelona,Spain,LaLiga,51000000.0,15,38300000.0,10,-12700000.0,2015,39954213.63,53202738.77,-13248525.14
539,29,HamburgerSV,Germany,Bundesliga,35800000.0,24,23150000.0,21,-12650000.0,2014,24108795.32,37282715.87,-13173920.55
540,29,USSassuolo,Italy,SerieA,37700000.0,48,5000000.0,36,-32700000.0,2013,5251215.5,39594164.86,-34342949.36
541,29,SSCNapoli,Italy,SerieA,31050000.0,50,34850000.0,33,3800000.0,2012,37412565.36,33333146.47,4079418.89
542,29,PSVEindhoven,Netherlands,Eredivisie,27250000.0,17,15800000.0,14,-11450000.0,2011,17429160.44,30059786.2,-12630625.76
543,29,DniproDnipropetrovsk,Ukraine,PremierLiga,28300000.0,27,0.0,24,-28300000.0,2010,0.0,31911336.79,-31911336.79
544,29,BesiktasJK,Turkey,SüperLig,23930000.0,32,100000.0,19,-23830000.0,2009,113796.43,27231485.46,-27117689.03
545,29,SSCNapoli,Italy,SerieA,30550000.0,24,10650000.0,18,-19900000.0,2008,12320006.36,35340487.72,-23020481.36
546,29,VfLWolfsburg,Germany,Bundesliga,30710000.0,25,14410000.0,22,-16300000.0,2007,17187246.98,36628754.67,-19441507.69
547,29,SevillaFC,Spain,LaLiga,18700000.0,17,1500000.0,13,-17200000.0,2006,1823573.82,22733886.95,-20910313.13
548,29,OlympiqueMarseille,France,Ligue1,15330000.0,41,13850000.0,33,-1480000.0,2005,17219790.63,19059883.78,-1840093.15
549,29,CharltonAthletic,England,PremierLeague,13250000.0,17,1950000.0,19,-11300000.0,2004,2481656.77,16862539.62,-14380882.85
550,29,PortsmouthFC,England,PremierLeague,11780000.0,38,200000.0,37,-11580000.0,2003,259672.18,15294691.44,-15035019.26
551,29,FCBarcelona,Spain,LaLiga,11500000.0,16,11550000.0,13,50000.0,2002,15342455.41,15276037.86,66417.56
552,29,SLBenfica,Portugal,LigaNOS,21000000.0,35,20080000.0,25,-920000.0,2001,27232821.37,28480540.27,-1247718.91
553,29,FenerbahceSK,Turkey,SüperLig,22770000.0,21,16000000.0,18,-6770000.0,2000,22256227.42,31673393.65,-9417166.23
554,30,StokeCity,England,Championship,62900000.0,24,30150000.0,23,-32750000.0,2018,30620560.52,63881700.05,-33261139.54
555,30,OlympiqueMarseille,France,Ligue1,62000000.0,22,2750000.0,22,-59250000.0,2017,2830479.41,63814444.82,-60983965.41
556,30,SwanseaCity,England,PremierLeague,58200000.0,23,48600000.0,18,-9600000.0,2016,50572370.79,60561974.89,-9989604.11
557,30,LeicesterCity,England,PremierLeague,49900000.0,27,9450000.0,33,-40450000.0,2015,9858154.54,52055228.72,-42197074.18
558,30,Trabzonspor,Turkey,SüperLig,35470000.0,52,12590000.0,39,-22880000.0,2014,13111435.55,36939048.38,-23827612.83
559,30,SevillaFC,Spain,LaLiga,37100000.0,37,90980000.0,33,53880000.0,2013,95551117.22,38964019.0,56587098.22
560,30,ACParma,Italy,SerieA,29920000.0,174,15350000.0,112,-14570000.0,2012,16478705.26,32120056.12,-15641350.86
561,30,QueensParkRangers,England,PremierLeague,26230000.0,45,2800000.0,43,-23430000.0,2011,3088711.98,28934612.55,-25845900.58
562,30,ValenciaCF,Spain,LaLiga,27850000.0,23,84350000.0,17,56500000.0,2010,95113825.39,31403912.71,63709912.68
563,30,EvertonFC,England,PremierLeague,23300000.0,17,28340000.0,17,5040000.0,2009,32249907.98,26514567.96,5735340.02
564,30,ChelseaFC,England,PremierLeague,30500000.0,30,44550000.0,28,14050000.0,2008,51535801.24,35282647.31,16253153.93
565,30,OlympiqueMarseille,France,Ligue1,30000000.0,38,38900000.0,29,8900000.0,2007,46397217.74,35781915.99,10615301.74
566,30,SheffieldUnited,England,PremierLeague,18030000.0,41,3330000.0,38,-14700000.0,2006,4048333.88,21919357.31,-17871023.43
567,30,WestBromwichAlbion,England,PremierLeague,15300000.0,17,9080000.0,19,-6230000.0,2005,11289220.14,19022584.6,-7745797.52
568,30,HamburgerSV,Germany,Bundesliga,13150000.0,17,8400000.0,19,-4750000.0,2004,10690213.8,16735275.17,-6045061.37
569,30,FeyenoordRotterdam,Netherlands,Eredivisie,11500000.0,21,9500000.0,20,-2000000.0,2003,12334428.58,14931150.39,-2596721.81
570,30,DynamoKyiv,Portugal,LigaNOS,11400000.0,25,18000000.0,23,6600000.0,2002,23910320.13,15143202.75,8767117.38
571,30,StadeRennaisFC,France,Ligue1,20620000.0,18,1650000.0,11,-18970000.0,2001,2237756.74,27965178.12,-25727421.38
572,30,CharltonAthletic,England,PremierLeague,20800000.0,15,532000.0,16,-20270000.0,2000,740019.56,28933095.65,-28195858.11
573,31,SouthamptonFC,England,PremierLeague,62250000.0,21,23900000.0,19,-38350000.0,2018,24273014.81,63221555.3,-38948540.49
574,31,OlympiqueLyon,France,Ligue1,61500000.0,28,119550000.0,22,58050000.0,2017,123048659.32,63299812.2,59748847.12
575,31,Bayer04Leverkusen,Germany,Bundesliga,57100000.0,29,23700000.0,19,-33400000.0,2016,24661835.14,59417332.76,-34755497.62
576,31,EvertonFC,England,PremierLeague,48900000.0,21,11000000.0,18,-37900000.0,2015,11475100.52,51012037.76,-39536937.24
577,31,WestHamUnited,England,PremierLeague,35150000.0,26,4400000.0,27,-30750000.0,2014,4582233.24,36605795.05,-32023561.82
578,31,AtléticoMadrid,Spain,LaLiga,36000000.0,27,70600000.0,20,34600000.0,2013,74147162.84,37808751.59,36338411.25
579,31,SLBenfica,Portugal,LigaNOS,29000000.0,52,75730000.0,38,46730000.0,2012,81298524.39,31132407.33,50166117.06
580,31,NewcastleUnited,England,PremierLeague,26050000.0,32,16040000.0,31,-10010000.0,2011,17693907.18,28736052.5,-11042145.32
581,31,TottenhamHotspur,England,PremierLeague,26600000.0,50,2940000.0,40,-23670000.0,2010,3315170.68,29994401.37,-26690506.78
582,31,VillarrealCF,Spain,LaLiga,22900000.0,14,11290000.0,15,-11620000.0,2009,12847616.84,26059382.24,-13223145.05
583,31,PortsmouthFC,England,PremierLeague,28200000.0,30,54150000.0,26,25950000.0,2008,62641159.08,32621988.66,30019170.42
584,31,BirminghamCity,England,PremierLeague,29300000.0,32,8480000.0,30,-20830000.0,2007,10114354.92,34947004.62,-24844577.0
585,31,EvertonFC,England,PremierLeague,17900000.0,13,2500000.0,16,-15400000.0,2006,3039289.7,21761314.25,-18722024.55
586,31,RCDEspanyolBarcelona,Spain,LaLiga,15230000.0,16,6600000.0,18,-8630000.0,2005,8205820.81,18935553.16,-10729732.36
587,31,SouthamptonFC,England,PremierLeague,12680000.0,33,11500000.0,27,-1180000.0,2004,14635411.74,16137132.25,-1501720.51
588,31,Ajax ,Netherlands,Eredivisie,11200000.0,27,36600000.0,19,25400000.0,2003,47520009.06,14541642.12,32978366.94
589,31,RegginaCalcio,Italy,SerieA,11300000.0,25,0.0,21,-11300000.0,2002,0.0,15010367.64,-15010367.64
590,31,IpswichTown,England,PremierLeague,20230000.0,23,13500000.0,15,-6730000.0,2001,18308918.75,27436253.8,-9127335.05
591,31,ManchesterCity,England,PremierLeague,20080000.0,23,1460000.0,25,-18610000.0,2000,2030880.75,27931565.41,-25886774.52
592,32,FCSchalke04,Germany,Bundesliga,61700000.0,20,45650000.0,16,-16050000.0,2018,46362473.89,62662971.28,-16300497.39
593,32,SouthamptonFC,England,PremierLeague,61250000.0,13,98350000.0,14,37100000.0,2017,101228236.25,63042495.89,38185740.37
594,32,VillarrealCF,Spain,LaLiga,55950000.0,29,67250000.0,26,11300000.0,2016,69979257.93,58220661.43,11758596.5
595,32,ShanghaiGreenlandShenhua,China,SuperLeague,48080000.0,21,0.0,21,-48080000.0,2015,0.0,50156621.18,-50156621.18
596,32,SSCNapoli,Italy,SerieA,34800000.0,55,20450000.0,39,-14350000.0,2014,21296970.38,36241299.23,-14944328.85
597,32,ACMilan,Italy,SerieA,34900000.0,78,17400000.0,50,-17500000.0,2013,18274229.94,36653484.18,-18379254.25
598,32,AstonVilla,England,PremierLeague,27830000.0,20,3200000.0,14,-24630000.0,2012,3435300.12,29876375.73,-26441075.61
599,32,StokeCity,England,PremierLeague,24800000.0,26,1990000.0,27,-22820000.0,2011,2195191.73,27357163.22,-25173002.61
600,32,MetalistKharkiv,Ukraine,PremierLiga,26000000.0,27,6950000.0,20,-19050000.0,2010,7836883.06,29317835.92,-21480952.86
601,32,AlSaddSportsClub,Qatar,StarsLeague,22900000.0,16,20200000.0,18,-2700000.0,2009,22986878.66,26059382.24,-3072503.58
602,32,FulhamFC,England,PremierLeague,26850000.0,32,16330000.0,41,-10530000.0,2008,18890676.41,31060297.72,-12181189.38
603,32,SevillaFC,Spain,LaLiga,29000000.0,23,21100000.0,17,-7900000.0,2007,25166614.25,34589185.46,-9422571.21
604,32,RealZaragoza,Spain,LaLiga,17000000.0,13,13330000.0,15,-3670000.0,2006,16205492.68,20667169.95,-4461677.28
605,32,SVWerderBremen,Germany,Bundesliga,15190000.0,17,11000000.0,13,-4190000.0,2005,13676368.01,18885820.92,-5209452.91
606,32,USPalermo,Italy,SerieA,12580000.0,30,0.0,26,-12580000.0,2004,0.0,16009867.8,-16009867.8
607,32,DynamoKyiv,Portugal,LigaNOS,10500000.0,34,10000000.0,18,-500000.0,2003,12983609.03,13632789.48,-649180.45
608,32,ArsenalFC,England,PremierLeague,10730000.0,19,8220000.0,18,-2510000.0,2002,10919046.19,14253207.5,-3334161.31
609,32,SouthamptonFC,England,PremierLeague,19350000.0,16,14450000.0,13,-4900000.0,2001,19597324.14,26242783.54,-6645459.4
610,32,SSCNapoli,Italy,SerieA,19070000.0,31,1250000.0,27,-17820000.0,2000,1738767.77,26526641.06,-24787873.29
